dataset,numelements,hash,reducer,nanoseconds_total,nanoseconds_per_key,benchmark_repeat_cnt
osm_cellids_200M_uint64,200000000,city64,fastrange64,481697527,2.408488,10
books_200M_uint32,199999999,tabulation_8x255_64,fast_modulo,1029371332,5.146857,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,fast_modulo,1027842879,5.139214,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,fast_modulo,1025301503,5.126508,10
books_200M_uint32,199999999,tabulation_8x255_64,branchless_fast_modulo,1081155006,5.405775,10
gapped_1percent_200M_uint64,200000000,tabulation_8x255_64,branchless_fast_modulo,1074931631,5.374658,10
osm_cellids_200M_uint64,200000000,city64,modulo,1527489517,7.637448,10
books_200M_uint32,199999999,city64,do_nothing,439021809,2.195109,10
gapped_1percent_200M_uint64,200000000,city64,do_nothing,424289748,2.121449,10
consecutive_200M_uint64,200000000,tabulation_8x255_64,branchless_fast_modulo,1078366892,5.391834,10
osm_cellids_200M_uint64,200000000,city64,fast_modulo,566259512,2.831298,10
books_200M_uint32,199999999,city64,fastrange32,504898043,2.524490,10
gapped_1percent_200M_uint64,200000000,city64,fastrange32,494375592,2.471878,10
consecutive_200M_uint64,200000000,city64,do_nothing,426019808,2.130099,10
books_200M_uint32,199999999,city64,fastrange64,494366706,2.471834,10
osm_cellids_200M_uint64,200000000,city64,branchless_fast_modulo,642703877,3.213519,10
gapped_1percent_200M_uint64,200000000,city64,fastrange64,498170526,2.490853,10
consecutive_200M_uint64,200000000,city64,fastrange32,495104051,2.475520,10
consecutive_200M_uint64,200000000,city64,fastrange64,485397886,2.426989,10
osm_cellids_200M_uint64,200000000,city128_low,do_nothing,1153364165,5.766821,10
books_200M_uint32,199999999,city64,modulo,1596901070,7.984505,10
gapped_1percent_200M_uint64,200000000,city64,modulo,1614706798,8.073534,10
books_200M_uint32,199999999,city64,fast_modulo,577806035,2.889030,10
consecutive_200M_uint64,200000000,city64,modulo,1617102815,8.085514,10
gapped_1percent_200M_uint64,200000000,city64,fast_modulo,573494925,2.867475,10
osm_cellids_200M_uint64,200000000,city128_low,fastrange32,1230381752,6.151909,10
books_200M_uint32,199999999,city64,branchless_fast_modulo,674821252,3.374106,10
consecutive_200M_uint64,200000000,city64,fast_modulo,580964755,2.904824,10
gapped_1percent_200M_uint64,200000000,city64,branchless_fast_modulo,669861700,3.349309,10
consecutive_200M_uint64,200000000,city64,branchless_fast_modulo,669101125,3.345506,10
osm_cellids_200M_uint64,200000000,city128_low,fastrange64,1242944492,6.214722,10
books_200M_uint32,199999999,city128_low,do_nothing,1209850167,6.049251,10
gapped_1percent_200M_uint64,200000000,city128_low,do_nothing,1211220594,6.056103,10
consecutive_200M_uint64,200000000,city128_low,do_nothing,1212454891,6.062274,10
books_200M_uint32,199999999,city128_low,fastrange32,1302756210,6.513781,10
gapped_1percent_200M_uint64,200000000,city128_low,fastrange32,1283506738,6.417534,10
osm_cellids_200M_uint64,200000000,city128_low,modulo,2391900324,11.959502,10
consecutive_200M_uint64,200000000,city128_low,fastrange32,1281999542,6.409998,10
books_200M_uint32,199999999,city128_low,fastrange64,1292229082,6.461145,10
gapped_1percent_200M_uint64,200000000,city128_low,fastrange64,1298605701,6.493029,10
consecutive_200M_uint64,200000000,city128_low,fastrange64,1287097765,6.435489,10
osm_cellids_200M_uint64,200000000,city128_low,fast_modulo,1383998551,6.919993,10
osm_cellids_200M_uint64,200000000,city128_low,branchless_fast_modulo,1523246683,7.616233,10
books_200M_uint32,199999999,city128_low,modulo,2512169683,12.560848,10
gapped_1percent_200M_uint64,200000000,city128_low,modulo,2524977345,12.624887,10
osm_cellids_200M_uint64,200000000,city128_upp,do_nothing,918539188,4.592696,10
consecutive_200M_uint64,200000000,city128_low,modulo,2537876188,12.689381,10
books_200M_uint32,199999999,city128_low,fast_modulo,1432471193,7.162356,10
gapped_1percent_200M_uint64,200000000,city128_low,fast_modulo,1431538580,7.157693,10
osm_cellids_200M_uint64,200000000,city128_upp,fastrange32,975745663,4.878728,10
consecutive_200M_uint64,200000000,city128_low,fast_modulo,1431226258,7.156131,10
osm_cellids_200M_uint64,200000000,city128_upp,fastrange64,968133495,4.840667,10
books_200M_uint32,199999999,city128_low,branchless_fast_modulo,1613143877,8.065719,10
gapped_1percent_200M_uint64,200000000,city128_low,branchless_fast_modulo,1587211877,7.936059,10
consecutive_200M_uint64,200000000,city128_low,branchless_fast_modulo,1585662965,7.928315,10
books_200M_uint32,199999999,city128_upp,do_nothing,941999076,4.709995,10
gapped_1percent_200M_uint64,200000000,city128_upp,do_nothing,958295310,4.791477,10
osm_cellids_200M_uint64,200000000,city128_upp,modulo,1978435076,9.892175,10
consecutive_200M_uint64,200000000,city128_upp,do_nothing,944963026,4.724815,10
