dataset,numelements,load_factor,bucket_size,hashtable,hash,reducer,payload,insert_nanoseconds_total,insert_nanoseconds_per_key,avg_lookup_nanoseconds_total,avg_lookup_nanoseconds_per_key,median_lookup_nanoseconds_total,median_lookup_nanoseconds_per_key,unsuccessful_lookup_percent,num_runs,primary_key_ratio,empty_buckets,min_chain_length,max_chain_length,additional_buckets,empty_additional_slots,min_psl,max_psl,total_psl
fb_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,16868754152,84.343771,45436677992,227.183390,45423922422,227.119612,0.000000,5,,112338226,0,9,62338225,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,16864144738,84.320724,45226445450,226.132227,45206911577,226.034558,0.000000,5,,112338226,0,3,47848701,129056579,,,
fb_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,23255547407,116.277737,54368632276,271.843161,54367351883,271.836759,0.000000,5,,112338226,0,9,62338225,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,24655730426,123.278652,55789455587,278.947278,55783484591,278.917423,0.000000,5,,112338226,0,3,47848701,129056579,,,
fb_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,16,16565336062,82.826680,44224745771,221.123729,44226460251,221.132301,0.000000,5,,112224060,0,9,62224059,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,16,15778078622,78.890393,44602411846,223.012059,44602016761,223.010084,0.000000,5,,112224060,0,3,47826780,129083061,,,
fb_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,64,22821101360,114.105507,53858550793,269.292754,53862067005,269.310335,0.000000,5,,112224060,0,9,62224059,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,64,24656307483,123.281537,54686379221,273.431896,54666867189,273.334336,0.000000,5,,112224060,0,3,47826780,129083061,,,
fb_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,16,16738972517,83.694863,44563646652,222.818233,44525708386,222.628542,0.000000,5,,112217594,0,9,62217593,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,16,15868410407,79.342052,44755660933,223.778305,44741898662,223.709493,0.000000,5,,112217594,0,3,47828134,129094943,,,
fb_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,64,23524155266,117.620776,53970343469,269.851717,53963504468,269.817522,0.000000,5,,112217594,0,9,62217593,0,,,
fb_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,64,24900109572,124.500548,54647490933,273.237455,54626592273,273.132961,0.000000,5,,112217594,0,3,47828134,129094943,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,24495365437,122.476827,48316143971,241.580720,48321961081,241.609805,0.000000,5,,39539211,0,12,89539211,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,21370642091,106.853210,47763820389,238.819102,47757249187,238.786246,0.000000,5,,39539211,0,3,58118990,142936749,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,31677366171,158.386831,57461323330,287.306617,57462120657,287.310603,0.000000,5,,39539211,0,12,89539211,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,31611897202,158.059486,58173923305,290.869617,58124168343,290.620842,0.000000,5,,39539211,0,3,58118990,142936749,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,16,11830165031,59.150825,38618240726,193.091204,38203609567,191.018048,0.000000,5,,1013579,0,2,51013579,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,16,13013929852,65.069649,42323187926,211.615940,39092558955,195.462795,0.000000,5,,1013579,0,1,48286452,142132229,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,64,16732867928,83.664340,46483588394,232.417942,46229176444,231.145882,0.000000,5,,1013579,0,2,51013579,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,64,20049116410,100.245582,51695371928,258.476860,51699374593,258.496873,0.000000,5,,1013579,0,1,48286452,142132229,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,16,17241773829,86.208869,41358628224,206.793141,41277972126,206.389861,0.000000,5,,33870139,0,2,83870139,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,16,17774273516,88.871368,42139657516,210.698288,41942533885,209.712669,0.000000,5,,33870139,0,1,77543615,226304321,,,
gapped_1percent_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,64,24132310063,120.661550,50601358671,253.006793,48621105214,243.105526,0.000000,5,,33870139,0,2,83870139,0,,,
gapped_1percent_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,64,32720479819,163.602399,59667050383,298.335252,59717788565,298.588943,0.000000,5,,33870139,0,1,77543615,226304321,,,
gapped_1percent_200M_uint64,200000000,1.000000,1,chained,mult_prime64,fast_modulo,16,22313320023,111.566600,46076747362,230.383737,46052497168,230.262486,0.000000,5,,92476462,0,2,92476462,0,,,
gapped_1percent_200M_uint64,200000000,1.000000,4,chained,mult_prime64,fast_modulo,16,21616237431,108.081187,50877697745,254.388489,49637665685,248.188328,0.000000,5,,92476462,0,1,69610960,185967378,,,
gapped_1percent_200M_uint64,200000000,1.000000,1,chained,mult_add64,fast_modulo,16,12981390004,64.906950,39535909793,197.679549,39300702015,196.503510,0.000000,5,,62649781,0,1,62649781,0,,,
gapped_1percent_200M_uint64,200000000,1.000000,4,chained,mult_add64,fast_modulo,16,14296684242,71.483421,40237474045,201.187370,40113018084,200.565090,0.000000,5,,62649781,0,1,62649781,187949343,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,17286977761,86.434889,48140364036,240.701820,48050757577,240.253788,0.000000,5,,112329043,0,9,62329043,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,17068892568,85.344463,47647170498,238.235852,47168373368,235.841867,0.000000,5,,112329043,0,3,47846239,129055913,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,23573415049,117.867075,56745246587,283.726233,56408918228,282.044591,0.000000,5,,112329043,0,9,62329043,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,24403157028,122.015785,57890183726,289.450919,58364762602,291.823813,0.000000,5,,112329043,0,3,47846239,129055913,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,16,13580000832,67.900004,40643321480,203.216607,40618215742,203.091079,0.000000,5,,110166019,0,1,60166019,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,16,14673605531,73.368028,41338866254,206.694331,41339011028,206.695055,0.000000,5,,110166019,0,1,60166019,180498057,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,64,19373895713,96.869479,49913359341,249.566797,49883516678,249.417583,0.000000,5,,110166019,0,1,60166019,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,64,22853837632,114.269188,51408701115,257.043506,51461545870,257.307729,0.000000,5,,110166019,0,1,60166019,180498057,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,16,8590616456,42.953082,33595997780,167.979989,33619550735,168.097754,0.000000,5,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,16,8539476961,42.697385,33658955316,168.294777,33658155374,168.290777,0.000000,5,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,64,14938876502,74.694383,43506113027,217.530565,43516608119,217.583041,0.000000,5,,50000000,0,0,0,0,,,
gapped_1percent_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,64,15396557273,76.982786,43118876152,215.594381,43121288000,215.606440,0.000000,5,,50000000,0,0,0,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,23550176441,117.750882,49785281985,248.926410,49796498356,248.982492,0.000000,5,,39537521,0,11,89537521,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,20824103958,104.120520,48960173345,244.800867,48943791278,244.718956,0.000000,5,,39537521,0,3,58118268,142935551,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,31856662371,159.283312,58166736879,290.833684,58165588454,290.827942,0.000000,5,,39537521,0,11,89537521,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,30102172037,150.510860,61178368263,305.891841,62037570134,310.187851,0.000000,5,,39537521,0,3,58118268,142935551,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,16,13246164147,66.230821,41808365541,209.041828,40340431854,201.702159,0.000000,5,,8845043,0,2,58845043,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,16,15466606603,77.333033,42555500432,212.777502,41001436923,205.007185,0.000000,5,,8845043,0,1,55730931,164078681,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,64,19009357126,95.046786,49404860592,247.024303,49552858459,247.764292,0.000000,5,,8845043,0,2,58845043,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,64,21112463758,105.562319,49639583312,248.197917,49701406910,248.507035,0.000000,5,,8845043,0,1,55730931,164078681,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,16,16821247060,84.106235,41936919474,209.684597,41789759043,208.948795,0.000000,5,,28494451,0,2,78494451,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,16,17037035218,85.185176,42532017782,212.660089,42553617777,212.768089,0.000000,5,,28494451,0,1,72959957,213345377,,,
gapped_10percent_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,64,24078076252,120.390381,52693876366,263.469382,52624050765,263.120254,0.000000,5,,28494451,0,2,78494451,0,,,
gapped_10percent_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,64,26223913432,131.119567,50955638571,254.778193,50936287392,254.681437,0.000000,5,,28494451,0,1,72959957,213345377,,,
gapped_10percent_200M_uint64,200000000,1.000000,1,chained,mult_prime64,fast_modulo,16,20108661870,100.543309,46742286910,233.711435,46743527536,233.717638,0.000000,5,,88511809,0,2,88511809,0,,,
gapped_10percent_200M_uint64,200000000,1.000000,4,chained,mult_prime64,fast_modulo,16,19845486125,99.227431,47381262928,236.906315,47399306758,236.996534,0.000000,5,,88511809,0,1,68057756,183719215,,,
gapped_10percent_200M_uint64,200000000,1.000000,1,chained,mult_add64,fast_modulo,16,13406907559,67.034538,39661684736,198.308424,39672979013,198.364895,0.000000,5,,64884925,0,1,64884925,0,,,
gapped_10percent_200M_uint64,200000000,1.000000,4,chained,mult_add64,fast_modulo,16,14627629672,73.138148,44335814467,221.679072,45198247169,225.991236,0.000000,5,,64884925,0,1,64884925,194654775,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,17154816211,85.774081,46701874564,233.509373,46713926933,233.569635,0.000000,5,,112329612,0,10,62329612,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,17183830861,85.919154,47964659917,239.823300,47248268059,236.241340,0.000000,5,,112329612,0,3,47847403,129060000,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,23962934110,119.814671,57966643466,289.833217,57622272327,288.111362,0.000000,5,,112329612,0,10,62329612,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,24779776147,123.898881,59670062078,298.350310,59586574740,297.932874,0.000000,5,,112329612,0,3,47847403,129060000,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,16,14229487670,71.147438,42363647981,211.818240,42349469730,211.747349,0.000000,5,,106684329,0,1,56684329,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,16,14376799133,71.883996,43678943043,218.394715,43249220544,216.246103,0.000000,5,,106684329,0,1,56684329,170052987,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,64,19187561247,95.937806,52175592642,260.877963,52187509888,260.937549,0.000000,5,,106684329,0,1,56684329,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,64,22740961670,113.704808,54101369749,270.506849,54017484781,270.087424,0.000000,5,,106684329,0,1,56684329,170052987,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,16,9563457572,47.817288,37930758305,189.653792,37874225464,189.371127,0.000000,5,,62987962,0,1,12987962,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,16,9709656787,48.548284,38647798153,193.238991,37859224024,189.296120,0.000000,5,,62987962,0,1,12987962,38963886,,,
gapped_10percent_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,64,15872975879,79.364879,48377450288,241.887251,48094702334,240.473512,0.000000,5,,62987962,0,1,12987962,0,,,
gapped_10percent_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,64,17180589450,85.902947,47459933489,237.299667,47463269419,237.316347,0.000000,5,,62987962,0,1,12987962,38963886,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,24920699699,124.603498,52739376508,263.696883,54175518299,270.877591,0.000000,5,,39544798,0,11,89544798,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,20764794304,103.823972,49058757723,245.293789,48746190907,243.730955,0.000000,5,,39544798,0,3,58116752,142922210,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,31674951785,158.374759,60382590452,301.912952,57301750798,286.508754,0.000000,5,,39544798,0,11,89544798,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,34527708487,172.638542,62365494594,311.827473,62563333368,312.816667,0.000000,5,,39544798,0,3,58116752,142922210,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,16,44408862555,222.044313,62834358491,314.171792,62835947282,314.179736,0.000000,5,,80209343,0,15,130209343,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,16,33264895795,166.324479,54589004022,272.945020,54591101090,272.955505,0.000000,5,,80209343,0,4,59981275,109715757,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,mult_prime64,fast_modulo,64,65757232944,328.786165,77846900476,389.234502,77840360705,389.201804,0.000000,5,,80209343,0,15,130209343,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,mult_prime64,fast_modulo,64,49238637768,246.193189,69969314864,349.846574,69477290174,347.386451,0.000000,5,,80209343,0,4,59981275,109715757,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,16,44665961017,223.329805,67762086469,338.810432,67758702066,338.793510,0.000000,5,,80212659,0,16,130212659,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,16,33047670607,165.238353,59324098813,296.620494,59339738037,296.698690,0.000000,5,,80212659,0,4,59989688,109746093,,,
osm_cellids_200M_uint64,200000000,1.333333,1,chained,mult_add64,fast_modulo,64,56850168929,284.250845,79032024820,395.160124,79027938926,395.139695,0.000000,5,,80212659,0,16,130212659,0,,,
osm_cellids_200M_uint64,200000000,1.333333,4,chained,mult_add64,fast_modulo,64,46020623221,230.103116,70794837448,353.974187,70792781019,353.963905,0.000000,5,,80212659,0,4,59989688,109746093,,,
osm_cellids_200M_uint64,200000000,1.000000,1,chained,mult_prime64,fast_modulo,16,38082709043,190.413545,58329727187,291.648636,58327764048,291.638820,0.000000,5,,113528802,0,13,113528802,0,,,
osm_cellids_200M_uint64,200000000,1.000000,4,chained,mult_prime64,fast_modulo,16,30246881273,151.234406,54363146860,271.815734,54367009062,271.835045,0.000000,5,,113528802,0,4,61064281,130728322,,,
osm_cellids_200M_uint64,200000000,1.000000,1,chained,mult_add64,fast_modulo,16,35915320210,179.576601,60828626389,304.143132,60805737213,304.028686,0.000000,5,,113536318,0,13,113536318,0,,,
osm_cellids_200M_uint64,200000000,1.000000,4,chained,mult_add64,fast_modulo,16,28441772938,142.208865,57619634817,288.098174,56888686153,284.443431,0.000000,5,,113536318,0,4,61067609,130734118,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,17334683645,86.673418,46135944745,230.679724,46134151288,230.670756,0.000000,5,,112334061,0,9,62334061,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,17557820208,87.789101,49242506823,246.212534,47009585958,235.047930,0.000000,5,,112334061,0,3,47846972,129053827,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,24587929393,122.939647,57562517322,287.812587,56881105549,284.405528,0.000000,5,,112334061,0,9,62334061,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,24841718517,124.208593,57904414003,289.522070,57904699695,289.523498,0.000000,5,,112334061,0,3,47846972,129053827,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,16,32148151487,160.740757,54173646060,270.868230,54149220837,270.746104,0.000000,5,,150236208,0,11,100236208,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,16,27422230938,137.111155,53104501401,265.522507,53097842181,265.489211,0.000000,5,,150236208,0,3,60135942,140307560,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,mult_prime64,fast_modulo,64,39335167796,196.675839,64053060109,320.265301,64052140888,320.260704,0.000000,5,,150236208,0,11,100236208,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,mult_prime64,fast_modulo,64,37599023358,187.995117,65220193303,326.100967,65224338205,326.121691,0.000000,5,,150236208,0,3,60135942,140307560,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,16,30283496684,151.417483,56941396070,284.706980,56944357160,284.721786,0.000000,5,,150232633,0,12,100232633,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,16,26133034936,130.665175,55724182715,278.620914,55724981525,278.624908,0.000000,5,,150232633,0,3,60140375,140328867,,,
osm_cellids_200M_uint64,200000000,0.800000,1,chained,mult_add64,fast_modulo,64,39613813289,198.069066,66000441750,330.002209,65988592783,329.942964,0.000000,5,,150232633,0,12,100232633,0,,,
osm_cellids_200M_uint64,200000000,0.800000,4,chained,mult_add64,fast_modulo,64,37680790018,188.403950,67370570521,336.852853,67249249666,336.246248,0.000000,5,,150232633,0,3,60140375,140328867,,,
uniform_200M_uint64,199999999,1.333333,1,chained,murmur_finalizer64,fast_modulo,16,27679366849,138.396835,49894756378,249.473783,49891568211,249.457842,0.000000,5,,39540810,0,11,89540810,0,,,
uniform_200M_uint64,199999999,1.333333,4,chained,murmur_finalizer64,fast_modulo,16,21990851103,109.954256,49166097132,245.830487,49168696839,245.843485,0.000000,5,,39540810,0,3,58118657,142933818,,,
uniform_200M_uint64,199999999,1.333333,1,chained,murmur_finalizer64,fast_modulo,64,33399214264,166.996072,59222969017,296.114847,59198580810,295.992906,0.000000,5,,39540810,0,11,89540810,0,,,
uniform_200M_uint64,199999999,1.333333,4,chained,murmur_finalizer64,fast_modulo,64,32703746272,163.518732,59553416623,297.767085,59543524754,297.717625,0.000000,5,,39540810,0,3,58118657,142933818,,,
uniform_200M_uint64,199999999,0.800000,1,chained,murmur_finalizer64,fast_modulo,16,17672134484,88.360673,45970449060,229.852246,45962056140,229.810282,0.000000,5,,112330874,0,9,62330875,0,,,
uniform_200M_uint64,199999999,0.800000,4,chained,murmur_finalizer64,fast_modulo,16,16969551397,84.847757,46562314225,232.811572,46563592508,232.817964,0.000000,5,,112330874,0,3,47847746,129060109,,,
uniform_200M_uint64,199999999,0.800000,1,chained,murmur_finalizer64,fast_modulo,64,24347880737,121.739404,56020126593,280.100634,56021620068,280.108102,0.000000,5,,112330874,0,9,62330875,0,,,
uniform_200M_uint64,199999999,0.800000,4,chained,murmur_finalizer64,fast_modulo,64,25266679445,126.333398,57200637702,286.003190,57206422850,286.032116,0.000000,5,,112330874,0,3,47847746,129060109,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,aqua0_64,fast_modulo,16,28026657065,140.133285,49917008814,249.585044,49911028986,249.555145,0.000000,7,,39537429,0,10,89537429,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,aqua0_64,fast_modulo,16,22549509129,112.747546,49347475703,246.737379,49336954299,246.684771,0.000000,7,,39537429,0,3,58122282,142951699,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,aqua0_64,fast_modulo,64,34441505791,172.207529,59269634190,296.348171,59264495360,296.322477,0.000000,7,,39537429,0,10,89537429,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,aqua0_64,fast_modulo,64,34658023847,173.290119,58620489155,293.102446,58620907346,293.104537,0.000000,7,,39537429,0,3,58122282,142951699,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,xxh3,fast_modulo,16,25898311404,129.491557,49969387210,249.846936,49964673910,249.823370,0.000000,7,,39533318,0,11,89533318,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,xxh3,fast_modulo,16,22497659622,112.488298,49096591818,245.482959,49087105487,245.435527,0.000000,7,,39533318,0,3,58118404,142940298,,,
consecutive_200M_uint64,200000000,1.333333,1,chained,xxh3,fast_modulo,64,32991901542,164.959508,60017298863,300.086494,60009790298,300.048951,0.000000,7,,39533318,0,11,89533318,0,,,
consecutive_200M_uint64,200000000,1.333333,4,chained,xxh3,fast_modulo,64,30636551751,153.182759,59206232071,296.031160,59180952144,295.904761,0.000000,7,,39533318,0,3,58118404,142940298,,,
consecutive_200M_uint64,200000000,1.000000,1,chained,aqua0_64,fast_modulo,16,20039773414,100.198867,46961416661,234.807083,46966191391,234.830957,0.000000,7,,73575206,0,10,73575206,0,,,
consecutive_200M_uint64,200000000,1.000000,4,chained,aqua0_64,fast_modulo,16,17542608107,87.713041,47058200773,235.291004,47057532700,235.287664,0.000000,7,,73575206,0,3,52967758,138295826,,,
consecutive_200M_uint64,200000000,1.000000,1,chained,murmur_finalizer64,fast_modulo,16,19819326148,99.096631,46835733558,234.178668,46829484841,234.147424,0.000000,7,,73577944,0,10,73577944,0,,,
consecutive_200M_uint64,200000000,1.000000,4,chained,murmur_finalizer64,fast_modulo,16,18847134573,94.235673,46817890449,234.089452,46815271093,234.076355,0.000000,7,,73577944,0,3,52969015,138298116,,,
consecutive_200M_uint64,200000000,1.000000,1,chained,xxh3,fast_modulo,16,25558083533,127.790418,58423769548,292.118848,58129269217,290.646346,0.000000,7,,73576465,0,10,73576465,0,,,
consecutive_200M_uint64,200000000,1.000000,4,chained,xxh3,fast_modulo,16,21404663658,107.023318,55282503209,276.412516,56385440839,281.927204,0.000000,7,,73576465,0,3,52963809,138278771,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,aqua0_64,fast_modulo,16,16754999915,83.775000,45309770768,226.548854,45300241464,226.501207,0.000000,7,,112332422,0,9,62332422,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,aqua0_64,fast_modulo,16,16102221579,80.511108,45778972764,228.894864,44770576361,223.852882,0.000000,7,,112332422,0,3,47842797,129038766,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,aqua0_64,fast_modulo,64,29123573672,145.617868,66967285345,334.836427,66435273695,332.176368,0.000000,7,,112332422,0,9,62332422,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,aqua0_64,fast_modulo,64,27873523404,139.367617,66502910358,332.514552,66378143353,331.890717,0.000000,7,,112332422,0,3,47842797,129038766,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,xxh3,fast_modulo,16,18004184054,90.020920,46923164174,234.615821,45508588426,227.542942,0.000000,7,,112331110,0,9,62331110,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,xxh3,fast_modulo,16,21457601985,107.288010,47534469182,237.672346,45719216654,228.596083,0.000000,7,,112331110,0,3,47850954,129072706,,,
consecutive_200M_uint64,200000000,0.800000,1,chained,xxh3,fast_modulo,64,24425489852,122.127449,60455848289,302.279241,62243820691,311.219103,0.000000,7,,112331110,0,9,62331110,0,,,
consecutive_200M_uint64,200000000,0.800000,4,chained,xxh3,fast_modulo,64,27234550907,136.172755,57536364042,287.681820,56105672089,280.528360,0.000000,7,,112331110,0,3,47850954,129072706,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,aqua0_64,fast_modulo,16,10381807405,114.796003,22007876487,243.350330,22001639873,243.281369,0.000000,7,,17881498,0,11,40490751,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,aqua0_64,fast_modulo,16,8726579478,96.493453,21664830216,239.557124,21666282114,239.573178,0.000000,7,,17881498,0,3,26280219,64630125,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,aqua0_64,fast_modulo,64,12508578194,138.312601,23185907068,256.376309,23183954988,256.354724,0.000000,7,,17881498,0,11,40490751,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,aqua0_64,fast_modulo,64,11668000212,129.017977,23386075274,258.589653,23388358117,258.614895,0.000000,7,,17881498,0,3,26280219,64630125,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,xxh3,fast_modulo,16,10604600151,117.259516,21939400117,242.593158,21936426968,242.560283,0.000000,7,,17880006,0,10,40489259,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,xxh3,fast_modulo,16,9320068402,103.055909,23354194137,258.237130,23315384728,257.807998,0.000000,7,,17880006,0,3,26281338,64636093,,,
wiki_ts_200M_uint64,90437011,1.333333,1,chained,xxh3,fast_modulo,64,14935847590,165.151938,29264165190,323.586161,29409250363,325.190429,0.000000,7,,17880006,0,10,40489259,0,,,
wiki_ts_200M_uint64,90437011,1.333333,4,chained,xxh3,fast_modulo,64,13980438289,154.587576,29911771469,330.747015,29922089451,330.861106,0.000000,7,,17880006,0,3,26281338,64636093,,,
wiki_ts_200M_uint64,90437011,1.000000,1,chained,aqua0_64,fast_modulo,16,9177989095,101.484879,22745570733,251.507325,22725083179,251.280786,0.000000,7,,33273195,0,10,33273195,0,,,
wiki_ts_200M_uint64,90437011,1.000000,4,chained,aqua0_64,fast_modulo,16,7925252823,87.632848,22895441065,253.164504,22676515442,250.743752,0.000000,7,,33273195,0,3,23956444,62552581,,,
wiki_ts_200M_uint64,90437011,1.000000,1,chained,murmur_finalizer64,fast_modulo,16,8112721845,89.705772,20506125260,226.744836,20479127965,226.446316,0.000000,7,,33270323,0,9,33270323,0,,,
wiki_ts_200M_uint64,90437011,1.000000,4,chained,murmur_finalizer64,fast_modulo,16,8143726242,90.048600,20985897439,232.049879,21187437920,234.278396,0.000000,7,,33270323,0,3,23952146,62538261,,,
